NO polarizer: t (s)	NO polarizer: int (a.u.)	YES polarizer: t (s)	YES polarizer: int (a.u.)	
809.021812	8.141528	0.000000	0.000000
809.088860	8.141528	0.000000	0.000000
809.146917	8.126992	0.000000	0.000000
809.215948	8.126992	0.000000	0.000000
809.279994	8.138749	0.000000	0.000000
809.368055	8.138749	0.000000	0.000000
809.426099	8.128724	0.000000	0.000000
809.492146	8.128724	0.000000	0.000000
809.549186	8.126445	0.000000	0.000000
809.613232	8.126445	0.000000	0.000000
809.676276	8.158542	0.000000	0.000000
809.749325	8.158542	0.000000	0.000000
809.826381	8.158542	0.000000	0.000000
809.894427	8.124617	0.000000	0.000000
809.958474	8.143333	0.000000	0.000000
810.026524	8.143333	0.000000	0.000000
810.078557	8.148206	0.000000	0.000000
810.142604	8.148206	0.000000	0.000000
810.219657	8.137054	0.000000	0.000000
810.296717	8.137054	0.000000	0.000000
810.354753	8.137054	0.000000	0.000000
810.417800	8.151511	0.000000	0.000000
810.483847	8.143430	0.000000	0.000000
810.547889	8.143430	0.000000	0.000000
810.608932	8.149302	0.000000	0.000000
810.681983	8.149302	0.000000	0.000000
810.743028	8.149302	0.000000	0.000000
810.812079	8.153065	0.000000	0.000000
810.877125	8.156947	0.000000	0.000000
810.944172	8.156947	0.000000	0.000000
811.011216	8.156947	0.000000	0.000000
811.072277	8.162737	0.000000	0.000000
811.124296	8.162737	0.000000	0.000000
811.195346	8.152812	0.000000	0.000000
811.261393	8.152812	0.000000	0.000000
811.325456	8.165579	0.000000	0.000000
811.391501	8.165579	0.000000	0.000000
811.448527	8.168771	0.000000	0.000000
811.511572	8.168771	0.000000	0.000000
811.574617	8.187414	0.000000	0.000000
811.636660	8.187414	0.000000	0.000000
811.707727	8.192055	0.000000	0.000000
811.789768	8.192055	0.000000	0.000000
811.898843	8.179022	0.000000	0.000000
811.973897	8.179022	0.000000	0.000000
812.041948	8.182242	0.000000	0.000000
812.103988	8.193051	0.000000	0.000000
812.172036	8.193051	0.000000	0.000000
812.229076	8.196449	0.000000	0.000000
812.307131	8.196449	0.000000	0.000000
812.384187	8.199308	0.000000	0.000000
812.455236	8.199308	0.000000	0.000000
812.526286	8.175488	0.000000	0.000000
812.596337	8.175488	0.000000	0.000000
812.683397	8.199837	0.000000	0.000000
812.758451	8.199837	0.000000	0.000000
812.841508	8.185025	0.000000	0.000000
812.903556	8.195865	0.000000	0.000000
812.963595	8.195865	0.000000	0.000000
813.023637	8.206990	0.000000	0.000000
813.086682	8.206990	0.000000	0.000000
813.144723	8.205267	0.000000	0.000000
813.214772	8.205267	0.000000	0.000000
813.279819	8.191406	0.000000	0.000000
813.340861	8.191406	0.000000	0.000000
813.397902	8.200564	0.000000	0.000000
813.469954	8.200564	0.000000	0.000000
813.535999	8.200564	0.000000	0.000000
813.602046	8.214385	0.000000	0.000000
813.667092	8.214385	0.000000	0.000000
813.729136	8.206785	0.000000	0.000000
813.788178	8.206785	0.000000	0.000000
813.851242	8.206256	0.000000	0.000000
813.923273	8.206256	0.000000	0.000000
813.983315	8.197578	0.000000	0.000000
814.045362	8.197578	0.000000	0.000000
814.117413	8.200140	0.000000	0.000000
814.175451	8.200140	0.000000	0.000000
814.235494	8.221002	0.000000	0.000000
814.308545	8.221002	0.000000	0.000000
814.370590	8.217581	0.000000	0.000000
814.430632	8.217581	0.000000	0.000000
814.494677	8.192560	0.000000	0.000000
814.563729	8.192560	0.000000	0.000000
814.617765	8.197952	0.000000	0.000000
814.670804	8.197952	0.000000	0.000000
814.717837	8.204563	0.000000	0.000000
814.791890	8.204563	0.000000	0.000000
814.850932	8.204563	0.000000	0.000000
814.925982	8.197710	0.000000	0.000000
814.995030	8.197710	0.000000	0.000000
815.077105	8.221845	0.000000	0.000000
815.131126	8.221845	0.000000	0.000000
815.200175	8.202298	0.000000	0.000000
815.265221	8.202298	0.000000	0.000000
815.333269	8.200052	0.000000	0.000000
815.393312	8.200052	0.000000	0.000000
815.457356	8.195688	0.000000	0.000000
815.531409	8.195688	0.000000	0.000000
815.596454	8.202341	0.000000	0.000000
815.650494	8.193321	0.000000	0.000000
815.701529	8.193321	0.000000	0.000000
815.782586	8.193321	0.000000	0.000000
815.838626	8.108550	0.000000	0.000000
815.909676	8.108550	0.000000	0.000000
815.989734	8.108104	0.000000	0.000000
816.058799	8.108104	0.000000	0.000000
816.121827	8.111362	0.000000	0.000000
816.186872	8.111362	0.000000	0.000000
816.247915	8.125092	0.000000	0.000000
816.301953	8.125092	0.000000	0.000000
816.351988	8.124411	0.000000	0.000000
816.421054	8.124411	0.000000	0.000000
816.471073	8.096980	0.000000	0.000000
816.534117	8.096980	0.000000	0.000000
816.608170	8.096980	0.000000	0.000000
816.668212	8.106027	0.000000	0.000000
816.735260	8.106027	0.000000	0.000000
816.802308	8.117264	0.000000	0.000000
816.880362	8.110505	0.000000	0.000000
816.940404	8.110505	0.000000	0.000000
816.994443	8.115208	0.000000	0.000000
817.050485	8.115208	0.000000	0.000000
817.108522	8.115208	0.000000	0.000000
817.160563	8.097239	0.000000	0.000000
817.237614	8.097239	0.000000	0.000000
817.293653	8.093728	0.000000	0.000000
817.368707	8.093728	0.000000	0.000000
817.418745	8.080609	0.000000	0.000000
817.480789	8.080609	0.000000	0.000000
817.540831	8.088400	0.000000	0.000000
817.600871	8.088400	0.000000	0.000000
817.662915	8.088400	0.000000	0.000000
817.722958	8.085385	0.000000	0.000000
817.779997	8.085385	0.000000	0.000000
817.844044	8.090419	0.000000	0.000000
817.917113	8.090419	0.000000	0.000000
817.987144	8.085375	0.000000	0.000000
818.059195	8.085375	0.000000	0.000000
818.140252	8.079823	0.000000	0.000000
818.213303	8.079823	0.000000	0.000000
818.271344	8.085474	0.000000	0.000000
818.328386	8.085474	0.000000	0.000000
818.396435	8.069448	0.000000	0.000000
818.455476	8.069448	0.000000	0.000000
818.516521	8.083016	0.000000	0.000000
818.576560	8.083016	0.000000	0.000000
818.641606	8.085488	0.000000	0.000000
818.715658	8.085488	0.000000	0.000000
818.772698	8.089059	0.000000	0.000000
818.828739	8.089059	0.000000	0.000000
818.891784	8.083847	0.000000	0.000000
818.967836	8.083847	0.000000	0.000000
819.021875	8.085165	0.000000	0.000000
819.092925	8.085165	0.000000	0.000000
819.162975	8.093440	0.000000	0.000000
819.222018	8.093440	0.000000	0.000000
819.276057	8.066295	0.000000	0.000000
819.341100	8.066295	0.000000	0.000000
819.402144	8.083260	0.000000	0.000000
819.471195	8.083260	0.000000	0.000000
819.525233	8.083260	0.000000	0.000000
819.592281	8.104810	0.000000	0.000000
819.660328	8.104810	0.000000	0.000000
819.721368	8.076300	0.000000	0.000000
819.778409	8.076300	0.000000	0.000000
819.836453	8.094711	0.000000	0.000000
819.923511	8.094711	0.000000	0.000000
820.004585	8.080091	0.000000	0.000000
820.058624	8.080091	0.000000	0.000000
820.123672	8.075143	0.000000	0.000000
820.184696	8.075143	0.000000	0.000000
820.243738	8.097658	0.000000	0.000000
820.298778	8.097658	0.000000	0.000000
820.371828	8.088113	0.000000	0.000000
820.432871	8.088113	0.000000	0.000000
820.501920	8.100125	0.000000	0.000000
820.564965	8.100125	0.000000	0.000000
820.620021	8.090151	0.000000	0.000000
820.683048	8.090151	0.000000	0.000000
820.739088	8.088624	0.000000	0.000000
820.800131	8.088624	0.000000	0.000000
820.857171	8.090465	0.000000	0.000000
820.926220	8.090465	0.000000	0.000000
820.990264	8.090465	0.000000	0.000000
821.049307	8.092903	0.000000	0.000000
821.126361	8.092903	0.000000	0.000000
821.185402	8.114984	0.000000	0.000000
821.240442	8.114984	0.000000	0.000000
821.299502	8.094974	0.000000	0.000000
821.365530	8.094974	0.000000	0.000000
821.440586	8.102888	0.000000	0.000000
821.502626	8.102888	0.000000	0.000000
821.570674	8.108135	0.000000	0.000000
821.639724	8.108135	0.000000	0.000000
821.703769	8.096469	0.000000	0.000000
821.763813	8.096469	0.000000	0.000000
821.816867	8.109082	0.000000	0.000000
821.889901	8.109082	0.000000	0.000000
821.953947	8.094946	0.000000	0.000000
822.025996	8.094946	0.000000	0.000000
822.093045	8.098393	0.000000	0.000000
822.179104	8.098393	0.000000	0.000000
822.246152	8.111924	0.000000	0.000000
822.304193	8.111924	0.000000	0.000000
822.368238	8.105946	0.000000	0.000000
822.439288	8.105946	0.000000	0.000000
822.499332	8.121432	0.000000	0.000000
822.564377	8.121432	0.000000	0.000000
822.628422	8.114265	0.000000	0.000000
822.711481	8.114265	0.000000	0.000000
822.781530	8.118072	0.000000	0.000000
822.838571	8.118072	0.000000	0.000000
822.900614	8.110202	0.000000	0.000000
822.961658	8.110202	0.000000	0.000000
823.017697	8.125622	0.000000	0.000000
823.083744	8.125622	0.000000	0.000000
823.140787	8.121040	0.000000	0.000000
823.226844	8.121040	0.000000	0.000000
823.285886	8.123715	0.000000	0.000000
823.350934	8.123715	0.000000	0.000000
823.414980	8.122449	0.000000	0.000000
823.486031	8.122449	0.000000	0.000000
823.546071	8.133484	0.000000	0.000000
823.616121	8.133484	0.000000	0.000000
823.673162	8.133484	0.000000	0.000000
823.750214	8.114902	0.000000	0.000000
823.807259	8.125399	0.000000	0.000000
823.877305	8.125399	0.000000	0.000000
823.952357	8.125399	0.000000	0.000000
824.012403	8.125465	0.000000	0.000000
824.072442	8.125465	0.000000	0.000000
824.134486	8.131455	0.000000	0.000000
824.196529	8.143225	0.000000	0.000000
824.256573	8.143225	0.000000	0.000000
824.317615	8.143225	0.000000	0.000000
824.386664	8.130405	0.000000	0.000000
824.450709	8.130405	0.000000	0.000000
824.516756	8.133418	0.000000	0.000000
824.585805	8.133418	0.000000	0.000000
824.647851	8.121085	0.000000	0.000000
824.709894	8.121085	0.000000	0.000000
824.769935	8.147478	0.000000	0.000000
824.842987	8.147478	0.000000	0.000000
824.911036	8.160269	0.000000	0.000000
824.961071	8.160269	0.000000	0.000000
825.028117	8.152236	0.000000	0.000000
825.100168	8.152236	0.000000	0.000000
825.163215	8.151206	0.000000	0.000000
825.225257	8.151206	0.000000	0.000000
825.281296	8.151578	0.000000	0.000000
825.352365	8.151578	0.000000	0.000000
825.407387	8.166671	0.000000	0.000000
825.470429	8.166671	0.000000	0.000000
825.530472	8.173591	0.000000	0.000000
825.607526	8.173591	0.000000	0.000000
825.666568	8.173591	0.000000	0.000000
825.729633	8.161365	0.000000	0.000000
825.794659	8.161365	0.000000	0.000000
825.863707	8.165744	0.000000	0.000000
825.929754	8.165744	0.000000	0.000000
825.997803	8.170935	0.000000	0.000000
826.069853	8.170935	0.000000	0.000000
826.147909	8.179911	0.000000	0.000000
826.212955	8.179911	0.000000	0.000000
826.282002	8.177740	0.000000	0.000000
826.339044	8.178050	0.000000	0.000000
826.407094	8.178050	0.000000	0.000000
826.463134	8.173378	0.000000	0.000000
826.525193	8.173378	0.000000	0.000000
826.595227	8.173378	0.000000	0.000000
826.663272	8.166572	0.000000	0.000000
826.729337	8.166572	0.000000	0.000000
826.798388	8.183937	0.000000	0.000000
826.877425	8.183937	0.000000	0.000000
826.946472	8.189043	0.000000	0.000000
827.011519	8.189043	0.000000	0.000000
827.091575	8.186006	0.000000	0.000000
827.156624	8.174627	0.000000	0.000000
827.216662	8.174627	0.000000	0.000000
827.266698	8.197045	0.000000	0.000000
827.328743	8.197045	0.000000	0.000000
827.402794	8.197045	0.000000	0.000000
827.474845	8.190504	0.000000	0.000000
827.532904	8.197072	0.000000	0.000000
827.597935	8.197072	0.000000	0.000000
827.659976	8.197072	0.000000	0.000000
827.720018	8.174186	0.000000	0.000000
827.788069	8.174186	0.000000	0.000000
827.843107	8.178475	0.000000	0.000000
827.903165	8.178475	0.000000	0.000000
827.961207	8.183110	0.000000	0.000000
828.034244	8.183110	0.000000	0.000000
828.106295	8.186537	0.000000	0.000000
828.178345	8.186537	0.000000	0.000000
828.247391	8.215058	0.000000	0.000000
828.332451	8.215058	0.000000	0.000000
828.406504	8.199249	0.000000	0.000000
828.468547	8.199249	0.000000	0.000000
828.526588	8.202394	0.000000	0.000000
828.589633	8.202394	0.000000	0.000000
828.649675	8.203297	0.000000	0.000000
828.719725	8.203297	0.000000	0.000000
828.800802	8.209848	0.000000	0.000000
828.871832	8.209848	0.000000	0.000000
828.957898	8.206714	0.000000	0.000000
829.041954	8.201817	0.000000	0.000000
829.122009	8.201817	0.000000	0.000000
829.193059	8.189386	0.000000	0.000000
829.257104	8.189386	0.000000	0.000000
829.317150	8.202294	0.000000	0.000000
829.379194	8.202294	0.000000	0.000000
829.449240	8.200956	0.000000	0.000000
829.522292	8.200956	0.000000	0.000000
829.585336	8.218881	0.000000	0.000000
829.644378	8.218881	0.000000	0.000000
829.703420	8.190686	0.000000	0.000000
829.766465	8.190686	0.000000	0.000000
829.826507	8.183297	0.000000	0.000000
829.887550	8.183297	0.000000	0.000000
829.942588	8.200416	0.000000	0.000000
830.003649	8.200416	0.000000	0.000000
830.065675	8.197932	0.000000	0.000000
830.134726	8.197932	0.000000	0.000000
830.211779	8.197932	0.000000	0.000000
830.283830	8.213204	0.000000	0.000000
830.349877	8.215354	0.000000	0.000000
830.417924	8.215354	0.000000	0.000000
830.481969	8.219434	0.000000	0.000000
830.559025	8.219434	0.000000	0.000000
830.630074	8.219925	0.000000	0.000000
830.694119	8.219925	0.000000	0.000000
830.752161	8.132872	0.000000	0.000000
830.815206	8.132872	0.000000	0.000000
830.878250	8.117281	0.000000	0.000000
830.963310	8.117281	0.000000	0.000000
831.031362	8.119886	0.000000	0.000000
831.088398	8.119886	0.000000	0.000000
831.150445	8.110472	0.000000	0.000000
831.225498	8.110472	0.000000	0.000000
831.287542	8.107183	0.000000	0.000000
831.360593	8.107183	0.000000	0.000000
831.433641	8.126592	0.000000	0.000000
831.493684	8.126592	0.000000	0.000000
831.547740	8.109701	0.000000	0.000000
831.607765	8.109701	0.000000	0.000000
831.662806	8.091201	0.000000	0.000000
831.732853	8.091201	0.000000	0.000000
831.797903	8.088915	0.000000	0.000000
831.854939	8.088915	0.000000	0.000000
831.912980	8.088915	0.000000	0.000000
831.976026	8.100118	0.000000	0.000000
832.038071	8.100118	0.000000	0.000000
832.097110	8.110246	0.000000	0.000000
832.162156	8.110246	0.000000	0.000000
832.220197	8.109148	0.000000	0.000000
832.295250	8.109148	0.000000	0.000000
832.358298	8.099699	0.000000	0.000000
832.429345	8.099699	0.000000	0.000000
832.491390	8.086215	0.000000	0.000000
832.555435	8.086215	0.000000	0.000000
832.618481	8.087415	0.000000	0.000000
832.681540	8.087415	0.000000	0.000000
832.737579	8.096145	0.000000	0.000000
832.792602	8.096145	0.000000	0.000000
832.870657	8.096145	0.000000	0.000000
832.933703	8.076317	0.000000	0.000000
833.007756	8.076317	0.000000	0.000000
833.068799	8.086485	0.000000	0.000000
833.124839	8.077664	0.000000	0.000000
833.187884	8.077664	0.000000	0.000000
833.252929	8.077664	0.000000	0.000000
833.324977	8.080236	0.000000	0.000000
833.397029	8.080236	0.000000	0.000000
833.461074	8.086378	0.000000	0.000000
833.522136	8.086378	0.000000	0.000000
833.589164	8.078205	0.000000	0.000000
833.648206	8.078205	0.000000	0.000000
833.702245	8.074880	0.000000	0.000000
833.771293	8.074880	0.000000	0.000000
833.831335	8.063787	0.000000	0.000000
833.893379	8.063787	0.000000	0.000000
833.952421	8.075188	0.000000	0.000000
834.010461	8.075188	0.000000	0.000000
834.069504	8.085871	0.000000	0.000000
834.138556	8.085871	0.000000	0.000000
834.200596	8.072990	0.000000	0.000000
834.278651	8.072990	0.000000	0.000000
834.344698	8.090699	0.000000	0.000000
834.402739	8.090699	0.000000	0.000000
834.468786	8.090699	0.000000	0.000000
834.528830	8.078553	0.000000	0.000000
834.583869	8.078553	0.000000	0.000000
834.646914	8.095025	0.000000	0.000000
834.711961	8.095025	0.000000	0.000000
834.775005	8.090018	0.000000	0.000000
834.834044	8.090018	0.000000	0.000000
834.902092	8.081613	0.000000	0.000000
834.960133	8.081613	0.000000	0.000000
835.031183	8.076705	0.000000	0.000000
835.099231	8.076705	0.000000	0.000000
835.173284	8.082277	0.000000	0.000000
835.241334	8.082277	0.000000	0.000000
835.313401	8.095065	0.000000	0.000000
835.383432	8.095065	0.000000	0.000000
835.443477	8.103376	0.000000	0.000000
835.501515	8.103376	0.000000	0.000000
835.562559	8.082868	0.000000	0.000000
835.633609	8.082868	0.000000	0.000000
835.715667	8.101480	0.000000	0.000000
835.797735	8.101480	0.000000	0.000000
835.858771	8.076767	0.000000	0.000000
835.912806	8.076767	0.000000	0.000000
835.976852	8.097730	0.000000	0.000000
836.040896	8.097730	0.000000	0.000000
836.116951	8.104300	0.000000	0.000000
836.200009	8.104300	0.000000	0.000000
836.275065	8.113393	0.000000	0.000000
836.337108	8.113393	0.000000	0.000000
836.395146	8.099886	0.000000	0.000000
836.463195	8.100162	0.000000	0.000000
836.526238	8.100162	0.000000	0.000000
836.579277	8.100162	0.000000	0.000000
836.648329	8.103088	0.000000	0.000000
836.713374	8.103088	0.000000	0.000000
836.784423	8.098757	0.000000	0.000000
836.842463	8.098757	0.000000	0.000000
836.920518	8.106529	0.000000	0.000000
837.003576	8.106529	0.000000	0.000000
837.066621	8.112396	0.000000	0.000000
837.139672	8.112396	0.000000	0.000000
837.209723	8.094971	0.000000	0.000000
837.267763	8.107378	0.000000	0.000000
837.331808	8.107378	0.000000	0.000000
837.390850	8.107378	0.000000	0.000000
837.459898	8.120333	0.000000	0.000000
837.515938	8.114369	0.000000	0.000000
837.594017	8.114369	0.000000	0.000000
837.673053	8.114369	0.000000	0.000000
837.749106	8.121718	0.000000	0.000000
837.807162	8.121718	0.000000	0.000000
837.873193	8.113244	0.000000	0.000000
837.939256	8.120264	0.000000	0.000000
838.007285	8.120264	0.000000	0.000000
838.062324	8.126604	0.000000	0.000000
838.120367	8.126604	0.000000	0.000000
838.180410	8.126604	0.000000	0.000000
838.237448	8.123644	0.000000	0.000000
838.305496	8.123644	0.000000	0.000000
838.360535	8.128520	0.000000	0.000000
838.429584	8.128520	0.000000	0.000000
838.486624	8.110759	0.000000	0.000000
838.550671	8.110759	0.000000	0.000000
838.614718	8.112770	0.000000	0.000000
838.681765	8.112770	0.000000	0.000000
838.743809	8.128770	0.000000	0.000000
838.802850	8.128770	0.000000	0.000000
