NO polarizer: t (s)	NO polarizer: int (a.u.)	YES polarizer: t (s)	YES polarizer: int (a.u.)	
411.536591	7.679455	434.420505	10.420696
411.584624	7.668781	434.476546	10.456047
411.648669	7.668781	434.543612	10.456047
411.709729	7.668781	434.613646	10.456047
411.780763	7.671210	434.690699	10.521197
411.835802	7.671210	434.755745	10.521197
411.918858	7.689529	434.805781	10.533977
411.999915	7.689529	434.880836	10.533977
412.078973	7.687127	434.935876	10.503018
412.135010	7.686166	434.998939	10.503018
412.208060	7.686166	435.061968	10.515328
412.287119	7.693841	435.120008	10.515328
412.349176	7.693841	435.181054	10.486583
412.409224	7.676282	435.246110	10.486583
412.465242	7.676282	435.304140	10.476404
412.532290	7.668455	435.369187	10.476404
412.597334	7.668455	435.426229	10.429588
412.649369	7.690279	435.503283	10.429588
412.712414	7.690279	435.561325	10.400289
412.775458	7.690279	435.627372	10.400289
412.843506	7.685413	435.683414	10.355765
412.916557	7.685413	435.755465	10.355765
412.990608	7.664100	435.814507	10.336467
413.060658	7.664100	435.887560	10.336467
413.144717	7.597916	435.945604	10.325347
413.199755	7.590974	436.008649	10.325347
413.258796	7.590974	436.069692	10.325347
413.319839	7.605538	436.140743	10.282410
413.374877	7.605538	436.198800	10.282410
413.427915	7.605538	436.253823	10.273800
413.491963	7.595007	436.310864	10.273800
413.558010	7.595007	436.358899	10.280013
413.611045	7.574104	436.415958	10.280013
413.683095	7.574104	436.479989	10.261736
413.749157	7.552366	436.553059	10.261736
413.816187	7.552366	436.627095	10.240656
413.877232	7.562633	436.704175	10.240656
413.945276	7.562633	436.757187	10.042067
414.018345	7.570326	436.823250	10.042067
414.097383	7.570326	436.880276	6.344474
414.158427	7.556350	436.956329	6.344474
414.218468	7.556350	437.015370	6.308206
414.271507	7.560573	437.079417	6.308206
414.333566	7.560573	437.140462	6.290186
414.388587	7.563673	437.208512	6.290186
414.446631	7.563673	437.267555	6.290186
414.513692	7.563673	437.333602	6.273420
414.565711	7.560323	437.398646	6.273420
414.620752	7.560323	437.454689	6.330808
414.683794	7.568090	437.522753	6.330808
414.738834	7.568090	437.595792	6.223717
414.785865	7.565547	437.656833	6.223717
414.844906	7.565547	437.720878	6.226860
414.900946	7.565547	437.783926	6.226860
414.953984	7.585061	437.853977	6.269097
415.009022	7.585061	437.919023	6.269097
415.068080	7.568902	438.000079	6.313896
415.143115	7.568902	438.056120	6.313896
415.196152	7.586067	438.126171	6.419888
415.254210	7.586067	438.213233	6.419888
415.304228	7.613003	438.280281	6.590545
415.355264	7.613003	438.342325	6.590545
415.410302	7.613003	438.405370	6.747618
415.461339	7.591604	438.456408	6.747618
415.521400	7.591604	438.529460	6.895675
415.579421	7.589555	438.599510	6.895675
415.636477	7.589555	438.663556	7.089354
415.689498	7.589555	438.721598	7.089354
415.747541	7.593972	438.787646	7.233375
415.817587	7.593972	438.841685	7.233375
415.875628	7.595690	438.905731	7.413790
415.930666	7.595690	438.972779	7.413790
415.985705	7.601410	439.050835	7.595365
416.050751	7.601410	439.112882	7.595365
416.111794	7.601410	439.169939	7.781818
416.173838	7.610580	439.246979	7.781818
416.236900	7.610580	439.301017	7.968246
416.310933	7.597885	439.362062	7.968246
416.368974	7.597885	439.424106	8.137822
416.427017	7.615193	439.488167	8.137822
416.486073	7.615193	439.546192	8.349708
416.541111	7.613402	439.611238	8.349708
416.607140	7.613402	439.666280	8.349708
416.657176	7.629726	439.731328	8.536141
416.714216	7.629726	439.792370	8.536141
416.773256	7.629726	439.858415	8.728096
416.839304	7.610093	439.911454	8.728096
416.906353	7.610093	439.963491	8.917618
416.969413	7.620484	440.025538	8.917618
417.038460	7.620484	440.082579	9.103765
417.095484	7.622419	440.145624	9.103765
417.159527	7.622419	440.204668	9.301832
417.217567	7.651249	440.257703	9.301832
417.275609	7.651249	440.322752	9.301832
417.333649	7.647495	440.391803	9.483076
417.392693	7.647495	440.447842	9.483076
417.451748	7.663902	440.509889	9.663922
417.528791	7.663902	440.578936	9.663922
417.594834	7.658961	440.667998	9.827798
417.674888	7.658961	440.727041	9.827798
417.746942	7.658961	440.779078	9.978132
417.807981	7.668818	440.840139	9.978132
417.865022	7.668818	440.903170	10.149803
417.923064	7.668818	440.959208	10.149803
417.982102	7.677618	441.017250	10.307855
418.046147	7.677618	441.071290	10.307855
418.120199	7.677618	441.123329	10.395827
418.177239	7.656031	441.180369	10.395827
418.236281	7.656031	441.248418	10.395827
418.293322	7.671753	441.314466	10.464492
418.355364	7.671753	441.375509	10.464492
418.406401	7.683822	441.441556	10.425966
418.468444	7.683822	441.517626	10.425966
418.523483	7.671355	441.571648	10.361424
418.611543	7.671355	441.626688	10.361424
418.663580	7.667702	441.680744	10.227927
418.726624	7.667702	441.739769	10.227927
418.777659	7.701461	441.798813	10.227927
418.832717	7.701461	441.849851	10.363315
418.887737	7.701461	441.905890	10.363315
418.947779	7.676003	441.965935	10.671947
419.008821	7.676003	442.057998	10.671947
419.084876	7.665385	442.112036	10.658631
419.142915	7.665385	442.159070	10.658631
419.196953	7.688108	442.210107	10.553777
419.253993	7.688108	442.274154	10.553777
419.309031	7.681338	442.334198	10.432931
419.372079	7.681338	442.409251	10.432931
419.431119	7.681338	442.474298	10.432931
419.491163	7.592300	442.545352	10.354426
419.551201	7.592300	442.614398	10.354426
419.608242	7.582691	442.689455	10.288647
419.663280	7.582691	442.743491	10.255020
419.714316	7.580482	442.811540	10.255020
419.775358	7.580482	442.875586	10.232099
419.835402	7.580482	442.935629	10.232099
419.902447	7.587532	442.996673	10.232099
419.960489	7.587532	443.061720	10.217642
420.025534	7.585654	443.135773	10.217642
420.073568	7.585654	443.207825	10.227665
420.124605	7.577901	443.279877	10.227665
420.182643	7.577901	443.355931	10.169151
420.233679	7.561944	443.417976	10.162825
420.289719	7.561944	443.478020	10.162825
420.346758	7.561944	443.529059	10.162825
420.403801	7.569960	443.591103	10.124112
420.462840	7.569960	443.658152	10.124112
420.515877	7.563637	443.727199	9.914578
420.571932	7.563637	443.790247	9.914578
420.628972	7.563637	443.850290	6.930906
420.694004	7.559484	443.905343	6.930906
420.741034	7.559484	443.969390	6.905677
420.804078	7.561213	444.023429	6.905677
420.867124	7.561213	444.081456	6.907594
420.920177	7.563642	444.152504	6.907594
420.986208	7.563642	444.204545	6.872075
421.045249	7.563642	444.270589	6.872075
421.099287	7.566731	444.330649	6.872075
421.152322	7.566731	444.387673	6.931318
421.204362	7.561551	444.441713	6.931318
421.263400	7.561551	444.498756	6.876405
421.316437	7.567511	444.559799	6.876405
421.382502	7.567511	444.618842	6.850095
421.448530	7.551235	444.673880	6.850095
421.509572	7.551235	444.742929	6.865549
421.567613	7.551235	444.801972	6.865549
421.635662	7.562405	444.858015	6.918984
421.684697	7.562405	444.926081	6.918984
421.737735	7.569059	444.991107	6.918984
421.816792	7.569059	445.063160	6.968115
421.869826	7.585538	445.127223	6.968115
421.918861	7.585538	445.181246	7.105559
421.967896	7.587828	445.238287	7.105559
422.020932	7.587828	445.302331	7.242675
422.076986	7.587828	445.392396	7.242675
422.129024	7.565412	445.454443	7.343978
422.189065	7.565412	445.511482	7.343978
422.242085	7.575256	445.584535	7.460347
422.303129	7.575256	445.643577	7.460347
422.357166	7.574847	445.700617	7.616235
422.413205	7.574847	445.765665	7.616235
422.473247	7.574847	445.816701	7.774382
422.521281	7.612650	445.886752	7.774382
422.571315	7.612650	445.947797	7.891977
422.622351	7.615214	446.006841	7.891977
422.674388	7.615214	446.068882	8.034895
422.741435	7.615214	446.133950	8.034895
422.801477	7.602196	446.203980	8.034895
422.856515	7.602196	446.268026	8.185792
422.912554	7.607448	446.347083	8.185792
422.967610	7.607448	446.431143	8.324560
423.028636	7.607448	446.484181	8.489343
423.081691	7.616600	446.560236	8.489343
423.155728	7.616600	446.619279	8.644231
423.210763	7.626787	446.674319	8.644231
423.267804	7.626787	446.722354	8.794036
423.320842	7.611203	446.790420	8.794036
423.379884	7.611203	446.855451	8.794036
423.436921	7.632741	446.920495	8.929327
423.492961	7.632741	446.976538	8.929327
423.546999	7.632741	447.033579	9.088593
423.599035	7.635263	447.102643	9.088593
423.657075	7.635263	447.168676	9.255598
423.710113	7.650855	447.255739	9.255598
423.775158	7.650855	447.322786	9.378585
423.835201	7.652171	447.388835	9.378585
423.897245	7.652171	447.463886	9.528973
423.959288	7.652171	447.526931	9.528973
424.020332	7.677648	447.578969	9.671236
424.079371	7.677648	447.641032	9.671236
424.145418	7.669682	447.703077	9.788506
424.194452	7.669682	447.773111	9.788506
424.244487	7.666371	447.837157	9.914040
424.307533	7.666371	447.897200	9.914040
424.372577	7.667459	447.966250	10.044728
424.429617	7.667459	448.055316	10.044728
424.486656	7.667459	448.133369	10.168260
424.554705	7.679518	448.211424	10.168260
424.616764	7.679518	448.294484	10.225984
424.671786	7.679568	448.356528	10.302308
424.727825	7.679568	448.425579	10.302308
424.780864	7.680942	448.483623	10.348178
424.838903	7.680942	448.546668	10.348178
424.889939	7.662885	448.606711	10.374995
424.947980	7.662885	448.672756	10.374995
425.004019	7.662885	448.739804	10.374995
425.066062	7.667255	448.809855	10.391309
425.119099	7.667255	448.861891	10.391309
425.175139	7.696400	448.914930	10.386484
425.235181	7.696400	448.978976	10.386484
425.296223	7.679175	449.038018	10.374090
425.354267	7.679175	449.094059	10.374090
425.415307	7.679175	449.157105	10.383585
425.494362	7.668247	449.229156	10.383585
425.555405	7.668247	449.290203	10.362429
425.619450	7.666448	449.352247	10.362429
425.684511	7.666448	449.422295	10.334288
425.742538	7.687496	449.482337	10.334288
425.801579	7.687496	449.544382	10.332026
425.852613	7.642814	449.606427	10.332026
425.910655	7.642814	449.663469	10.290463
425.966695	7.605828	449.730535	10.290463
426.028736	7.605828	449.799569	10.290463
426.087777	7.605828	449.861614	10.283687
426.139813	7.587242	449.922658	10.283687
426.201860	7.587242	450.003736	10.240255
426.253896	7.588697	450.078767	10.240255
426.319943	7.588697	450.139811	10.249659
426.374982	7.564276	450.197853	10.249659
426.445032	7.564276	450.286917	10.209043
426.503073	7.583430	450.349962	10.209043
426.563114	7.583430	450.421013	10.214358
426.618149	7.583430	450.499070	10.209311
426.670188	7.570173	450.573123	10.209311
426.732231	7.570173	450.647178	10.126865
426.787267	7.549488	450.710223	10.126865
426.853313	7.549488	450.768265	10.001882
426.912355	7.550442	450.837315	10.001882
426.970398	7.550442	450.901361	6.947085
427.031442	7.550442	450.961420	6.947085
427.097489	7.561242	451.031452	6.926798
427.164534	7.561242	451.111509	6.926798
427.226574	7.559705	451.200574	6.895923
427.288618	7.559705	451.252611	6.895923
427.350662	7.567362	451.314676	6.877992
427.419710	7.567362	451.393730	6.877992
427.472750	7.566632	451.457778	6.941226
427.529787	7.566632	451.522808	6.941226
427.583841	7.556578	451.583852	6.994807
427.642866	7.556578	451.646897	6.994807
427.694902	7.561561	451.704937	7.071522
427.754945	7.561561	451.761995	7.071522
427.813987	7.561561	451.813017	7.166720
427.884035	7.579121	451.876060	7.166720
427.943076	7.579121	451.933103	7.230160
427.999116	7.561772	451.991145	7.230160
428.060159	7.561772	452.052189	7.230160
428.124207	7.572305	452.108229	7.298804
428.194252	7.572305	452.181280	7.298804
428.274312	7.562159	452.227312	7.482569
428.352367	7.562159	452.285354	7.482569
428.453434	7.588615	452.342395	7.616461
428.530491	7.588615	452.405441	7.616461
428.611550	7.584832	452.465501	7.662115
428.687599	7.584832	452.528532	7.662115
428.745638	7.594210	452.583570	7.662115
428.807684	7.593857	452.645613	7.739416
428.863724	7.593857	452.707661	7.739416
428.917760	7.602997	452.796725	7.828154
428.972797	7.602997	452.854766	7.828154
429.025836	7.602997	452.921812	7.916407
429.083893	7.585893	452.979856	7.916407
429.169936	7.585893	453.037898	8.084845
429.231979	7.607720	453.091937	8.084845
429.291022	7.607720	453.139969	8.182182
429.368074	7.610342	453.201015	8.182182
429.437124	7.610342	453.261059	8.253814
429.504169	7.616628	453.328105	8.253814
429.562211	7.616628	453.387164	8.253814
429.616248	7.610150	453.458198	8.353100
429.679292	7.610150	453.518241	8.353100
429.739335	7.610249	453.577283	8.449694
429.803395	7.610249	453.639328	8.449694
429.882438	7.633473	453.691366	8.537226
429.935473	7.633473	453.747406	8.537226
429.996516	7.620383	453.803446	8.537226
430.061563	7.620383	453.858487	8.638720
430.123605	7.635293	453.916527	8.638720
430.187650	7.635293	453.978592	8.711720
430.249708	7.635293	454.066653	8.711720
430.315738	7.642844	454.125680	8.815165
430.383788	7.642844	454.175716	8.815165
430.458838	7.652617	454.230756	8.913635
430.511875	7.661061	454.294801	8.913635
430.577922	7.661061	454.348841	8.979150
430.640965	7.661061	454.423893	8.979150
430.703009	7.633251	454.473930	9.082565
430.758048	7.633251	454.534972	9.082565
430.829097	7.670963	454.593013	9.082565
430.899146	7.670963	454.643050	9.159643
430.949181	7.652124	454.700091	9.159643
431.022232	7.652124	454.760134	9.220550
431.085277	7.678071	454.833187	9.220550
431.152323	7.678071	454.884223	9.333241
431.227379	7.679169	454.940264	9.333241
431.308434	7.679169	455.013317	9.428490
431.388489	7.670441	455.086370	9.428490
431.456537	7.668755	455.145428	9.456958
431.537593	7.668755	455.209460	9.456958
431.613647	7.669265	455.268501	9.540131
431.699707	7.669265	455.331549	9.540131
431.771757	7.674478	455.398593	9.540131
431.836802	7.674478	455.459638	9.607535
431.930869	7.686276	455.529688	9.607535
431.986908	7.686276	455.588733	9.602162
432.096985	7.670888	455.642770	9.602162
432.190052	7.684367	455.692808	9.686499
432.264102	7.684367	455.764875	9.686499
432.339155	7.664994	455.839927	9.691520
432.409203	7.664994	455.887948	9.691520
432.515281	7.682827	455.944990	9.666447
432.609344	7.595746	456.011034	9.666447
432.666383	7.581222	456.077084	9.712425
432.738435	7.581222	456.143132	9.712425
432.801478	7.581222	456.213179	9.712425
432.878531	7.588393	456.277225	9.727842
432.960589	7.561056	456.333266	9.728870
433.057659	7.561056	456.409323	9.728870
433.147721	7.592804	456.469366	9.728870
433.237786	7.566978	456.539413	9.729438
433.303832	7.566978	456.607483	9.729438
433.362889	7.570105	456.676512	9.691159
433.426916	7.570105	456.738575	9.691159
433.486975	7.546198	456.799602	9.681296
433.553004	7.546198	456.859643	9.688000
433.618049	7.538929	456.920688	9.688000
433.687098	7.538929	456.991739	9.688000
433.749144	7.558114	457.047781	9.680428
433.814188	7.558114	457.108826	9.680428
433.883235	7.570195	457.168867	9.659852
433.952283	7.570195	457.227910	9.659852
434.008322	7.542244	457.289956	9.649175
434.064363	7.542244	457.358003	9.649175
434.115397	7.549353	457.405053	9.641870
434.183445	7.549353	457.469103	9.641870
434.261500	7.549353	457.547158	9.623938
434.323544	7.558934	457.622193	9.623938
434.384586	7.558934	457.682236	9.623938
434.449633	7.543552	457.741281	9.600470
434.503669	7.568962	457.796319	9.536106
434.570720	7.568962	457.873376	9.536106
434.640768	7.568962	457.930417	9.536106
434.720824	7.553093	457.997463	9.269295
434.780867	7.553093	458.054506	9.269295
434.841906	7.574726	458.126559	7.505082
434.899948	7.559303	458.192605	7.505082
434.967994	7.559303	458.254668	7.494201
435.033041	7.559303	458.325700	7.494201
435.101088	7.565267	458.391749	7.508777
435.171138	7.565267	458.452792	7.508777
435.257197	7.581241	458.510835	7.482636
435.314237	7.581241	458.580887	7.482636
435.377282	7.565071	458.650934	7.505133
435.445330	7.582070	458.720984	7.505133
435.508372	7.582070	458.785029	7.485312
435.574419	7.582070	458.861085	7.485312
435.639465	7.577491	458.920126	7.467275
435.700507	7.577491	458.973164	7.467275
435.776563	7.590153	459.026203	7.488582
435.843611	7.586281	459.095253	7.488582
435.907652	7.586281	459.150292	7.520805
435.967694	7.586281	459.213337	7.520805
436.031740	7.603605	459.278384	7.553640
436.100788	7.603605	459.353438	7.553640
436.166834	7.604602	459.410479	7.613040
436.228880	7.604602	459.485533	7.613040
436.291922	7.607735	459.534568	7.690982
436.369978	7.607735	459.601618	7.690982
436.445048	7.620080	459.668664	7.785876
436.507071	7.620080	459.729725	7.785876
436.568115	7.627752	459.782764	7.825185
436.622152	7.617817	459.849815	7.825185
436.680193	7.617817	459.925853	7.825185
436.744239	7.617817	459.980891	7.923790
436.806283	7.628414	460.037933	7.923790
436.868325	7.628414	460.104981	8.005667
436.928367	7.625266	460.169027	8.005667
436.985407	7.625266	460.224064	8.068495
437.043449	7.640836	460.288110	8.068495
437.106492	7.640836	460.350154	8.178872
437.166533	7.640836	460.424227	8.178872
437.230578	7.653503	460.485255	8.260612
437.294623	7.653503	460.552299	8.260612
437.362671	7.648449	460.601336	8.330394
437.423713	7.648449	460.659377	8.330394
437.502769	7.655776	460.718420	8.330394
437.567817	7.655776	460.783466	8.416944
437.626858	7.650078	460.849514	8.416944
437.692906	7.650078	460.904553	8.501879
437.752944	7.670158	460.958592	8.501879
437.826998	7.670158	461.011631	8.641715
437.894045	7.677467	461.070674	8.641715
437.962093	7.677467	461.142725	8.686333
438.020134	7.683600	461.206771	8.686333
438.078175	7.683600	461.266814	8.728523
438.152224	7.668271	461.321873	8.728523
438.218270	7.668271	461.383901	8.756069
438.277311	7.668645	461.442942	8.756069
438.353365	7.668645	461.510993	8.756069
438.424415	7.669403	461.564031	8.738948
438.501470	7.669403	461.621070	8.738948
438.554505	7.676694	461.678113	8.775770
438.614547	7.676694	461.735152	8.775770
438.674592	7.678214	461.792195	8.767624
438.762651	7.678214	461.855257	8.767624
438.826696	7.664987	461.947305	8.767624
438.879733	7.664987	462.015353	8.686180
438.935773	7.668945	462.073394	8.686180
438.994813	7.668945	462.140443	8.688283
439.052854	7.712997	462.195485	8.731950
439.116899	7.712997	462.253527	8.731950
439.178943	7.598137	462.324586	8.731950
439.248993	7.598137	462.395628	8.737130
439.316039	7.597025	462.449667	8.737130
439.375083	7.597025	462.509709	8.746532
439.430120	7.577860	462.573757	8.746532
439.493165	7.577860	462.630797	8.821515
439.553208	7.577860	462.691841	8.821515
439.631261	7.573618	462.746879	8.813008
439.694320	7.573618	462.809927	8.813008
439.748358	7.588964	462.875974	8.838815
439.801379	7.588964	462.948023	8.838815
439.855417	7.575136	463.002062	8.890498
439.924464	7.575136	463.061107	8.890498
439.977504	7.571227	463.121150	8.890498
440.034544	7.571227	463.192199	8.896238
440.087581	7.555678	463.244237	8.896238
440.149622	7.555678	463.297276	8.921716
440.203660	7.555678	463.354316	8.921716
440.253696	7.555928	463.409358	8.938610
440.323744	7.555928	463.465399	8.938610
440.383786	7.555300	463.531446	8.945734
440.446833	7.555300	463.598494	8.945734
440.508876	7.555300	463.663540	8.945734
440.584928	7.553104	463.725585	8.956051
440.652977	7.556053	463.801637	8.956051
440.720022	7.556053	463.858678	8.958196
440.776063	7.558497	463.919724	8.958196
440.857120	7.558497	463.985773	8.968624
440.913160	7.556438	464.065830	8.968624
440.986210	7.556438	464.137879	8.956182
441.040248	7.557280	464.201928	8.956182
441.096285	7.557280	464.278982	8.971335
441.148322	7.557280	464.331020	8.971335
441.207362	7.554208	464.392064	8.973635
441.280413	7.554208	464.444103	8.943550
441.346459	7.557824	464.510149	8.943550
441.399514	7.557824	464.575197	8.943550
441.455536	7.575012	464.641245	8.952588
441.515597	7.575012	464.719301	8.952588
441.574623	7.556665	464.776339	8.944841
441.639685	7.556665	464.852396	8.944841
441.700708	7.556665	464.922465	8.911148
441.774759	7.569158	465.003505	8.911148
441.828797	7.556325	465.070550	8.879673
441.882835	7.556325	465.153610	8.879673
441.942877	7.556325	465.214653	8.782733
441.999935	7.588940	465.273696	8.293865
442.060961	7.588940	465.339744	8.293865
442.113997	7.583371	465.399787	8.268270
442.175041	7.583371	465.453826	8.268270
442.236083	7.583363	465.512869	8.268270
442.299127	7.583363	465.565923	8.269573
442.363172	7.583363	465.624949	8.269573
442.420211	7.589125	465.684995	8.277772
442.469247	7.589125	465.749041	8.277772
442.539295	7.603270	465.812084	8.266510
442.604341	7.603270	465.879132	8.266510
442.657380	7.599556	465.951186	8.283883
442.718421	7.599556	466.003222	8.283883
442.781465	7.599556	466.062281	8.282390
442.847511	7.617740	466.135319	8.282390
442.909554	7.608262	466.203368	8.269322
442.969596	7.608262	466.262409	8.269322
443.033641	7.608262	466.326455	8.269322
443.100688	7.614285	466.392501	8.290873
443.163733	7.608318	466.453548	8.290873
443.239785	7.608318	466.504583	8.306984
443.297827	7.608318	466.567629	8.306984
443.354866	7.617792	466.625671	8.310576
443.412907	7.617792	466.692717	8.310576
443.475951	7.630723	466.760766	8.338384
443.534992	7.630723	466.821810	8.338384
443.602044	7.641565	466.876850	8.379476
443.669086	7.641565	466.942898	8.379476
443.743141	7.648862	466.995939	8.375397
443.808183	7.648862	467.059984	8.375397
443.871228	7.641042	467.124027	8.375397
443.940276	7.641042	467.207087	8.397113
444.000318	7.648489	467.259125	8.424916
444.066364	7.648489	467.314166	8.424916
444.127409	7.648764	467.377226	8.424916
444.184449	7.648764	467.436252	8.422253
444.260509	7.661413	467.505304	8.422253
444.331550	7.661413	467.564344	8.474258
444.382586	7.678491	467.617382	8.474258
444.448632	7.678491	467.673422	8.496714
444.503670	7.663639	467.731467	8.496714
444.571719	7.663639	467.786504	8.493633
444.624756	7.662000	467.847547	8.493633
444.686799	7.662000	467.907590	8.493633
444.749842	7.662000	467.974639	8.532835
444.828899	7.648191	468.035683	8.532835
444.883936	7.648191	468.097746	8.548808
444.940978	7.663965	468.169784	8.548808
445.008023	7.663965	468.224819	8.554362
445.064065	7.692598	468.278874	8.554362
445.121106	7.692598	468.333900	8.570656
445.176144	7.664015	468.398947	8.570656
445.236187	7.664015	468.457989	8.585437
445.299228	7.677868	468.517029	8.585437
445.366274	7.677868	468.564063	8.585437
445.435323	7.677868	468.622106	8.610027
445.511375	7.665067	468.683166	8.610027
445.565414	7.665067	468.751200	8.638725
445.626456	7.676029	468.816263	8.638725
445.680495	7.676029	468.882292	8.642652
445.751545	7.680747	468.946338	8.642652
445.808585	7.680747	469.005381	8.691297
445.870629	7.635031	469.074433	8.691297
445.928668	7.635031	469.132474	8.689503
445.994714	7.573452	469.204541	8.689503
446.062761	7.573452	469.266570	8.689503
446.111796	7.575551	469.333634	8.694273
446.166838	7.575551	469.398663	8.735638
446.224875	7.573093	469.462711	8.735638
446.285919	7.573093	469.526758	8.758309
446.342957	7.573093	469.590805	8.758309
446.398014	7.582380	469.647845	8.758309
446.456037	7.582380	469.703885	8.740848
446.506073	7.564841	469.782942	8.740848
446.566114	7.564841	469.844005	8.795304
446.618150	7.547369	469.908032	8.795304
446.680195	7.547369	469.967075	8.804806
446.742238	7.547369	470.041126	8.804806
446.818291	7.544807	470.118181	8.819918
446.880334	7.544807	470.193238	8.819918
446.938375	7.532723	470.289305	8.865161
446.991429	7.532723	470.354351	8.893296
447.045452	7.550096	470.430406	8.893296
447.112501	7.550096	470.489448	8.880615
447.174543	7.555827	470.544488	8.880615
447.245592	7.555827	470.593525	8.915612
447.306635	7.555827	470.654566	8.915612
447.369679	7.545500	470.718614	8.915612
447.428718	7.538941	470.779674	8.956127
447.489760	7.538941	470.854711	8.956127
447.541797	7.538941	470.929766	8.944704
447.593836	7.551006	471.000816	8.944704
447.650874	7.551006	471.064864	8.881709
447.701909	7.556119	471.125908	8.719231
447.757948	7.556119	471.179944	8.719231
447.809985	7.539338	471.249996	8.719231
447.870027	7.539338	471.307039	8.571083
447.929069	7.539338	471.372082	8.571083
447.989110	7.550685	471.431143	8.560235
448.043165	7.550685	471.502176	8.560235
448.103190	7.554647	471.565221	8.552362
448.161234	7.554647	471.624265	8.552362
448.222273	7.554647	471.687310	8.459092
448.279314	7.558085	471.772373	8.459092
448.332350	7.558085	471.841424	8.431441
448.385387	7.570608	471.908471	8.431441
448.455436	7.570608	471.967511	8.427629
448.507475	7.586666	472.042568	8.427629
448.568516	7.586666	472.103609	8.379365
448.625558	7.566428	472.162653	8.379365
448.685598	7.566428	472.244710	8.310559
448.746642	7.566428	472.309757	8.310559
448.812690	7.576103	472.376806	8.288985
448.881739	7.576103	472.457864	8.288985
448.937777	7.589762	472.520909	8.170593
448.996818	7.589762	472.576950	8.170593
449.057863	7.582466	472.660009	7.998303
449.123906	7.582466	472.708043	9.028353
449.184947	7.579425	472.759080	9.028353
449.240986	7.579425	472.819123	9.028353
449.298027	7.589599	472.870161	9.059674
449.354067	7.589599	472.928202	9.059674
449.407106	7.589599	472.989246	9.059358
449.466147	7.597968	473.063299	9.059358
449.527190	7.597968	473.121341	9.043995
449.594237	7.600645	473.176380	9.043995
449.657278	7.600645	473.252436	9.043995
449.716320	7.602709	473.317482	9.075551
449.788370	7.602709	473.382531	9.075551
449.844410	7.599258	473.447575	9.085810
449.905453	7.599258	473.506619	9.085810
449.957488	7.603401	473.569680	9.080582
450.016532	7.603401	473.632726	9.080582
450.079574	7.603401	473.684746	9.121185
450.131611	7.614313	473.746808	9.121185
450.184647	7.614313	473.797844	9.120921
450.239686	7.621013	473.873885	9.120921
450.306733	7.621013	473.934929	9.103205
450.368776	7.636132	473.994971	9.103205
450.428818	7.636132	474.067021	9.103205
450.496866	7.636132	474.131069	9.109980
450.553906	7.631719	474.191113	9.085030
450.609945	7.631719	474.255158	9.085030
450.660982	7.637018	474.317201	9.085030
450.718020	7.637018	474.386254	9.016269
450.772058	7.640515	474.450300	9.016269
450.829098	7.640515	474.524353	9.028291
450.889141	7.640515	474.582395	9.028291
450.956187	7.652950	474.671460	8.976820
451.020233	7.652950	474.730501	8.923018
451.082276	7.653670	474.790543	8.923018
451.144319	7.653670	474.844582	8.923018
451.195357	7.646386	474.905643	8.924333
451.261419	7.646386	474.979681	8.924333
451.320442	7.660237	475.046728	8.861042
451.377482	7.660237	475.108772	8.861042
451.430520	7.659685	475.191830	8.795654
451.487563	7.659685	475.246870	8.795654
451.535595	7.659685	475.301909	8.755591
451.585628	7.670581	475.363971	8.755591
451.646671	7.670581	475.428019	8.730259
451.706714	7.673753	475.492047	8.730259
451.773760	7.673753	475.547086	8.672560
451.835823	7.673753	475.617136	8.672560
451.910856	7.647592	475.675196	8.628278
451.968897	7.679110	475.736223	8.628278
452.029941	7.679110	475.794263	8.565117
452.093985	7.679110	475.864314	8.565117
452.157028	7.671170	475.913349	8.518808
452.213067	7.671170	475.993407	8.518808
452.269107	7.669564	476.054451	8.484576
452.331152	7.669564	476.121499	8.484576
452.386189	7.681475	476.197556	8.484576
452.444230	7.681475	476.258600	8.419442
452.501269	7.654169	476.309638	8.419442
452.562312	7.654169	476.385689	8.387451
452.619353	7.651006	476.464766	8.387451
452.676392	7.651006	476.539799	8.362890
452.743439	7.651006	476.593839	8.362890
452.799478	7.585892	476.669893	8.278265
452.850513	7.585892	476.722931	8.246384
452.902550	7.573918	476.785976	8.246384
452.964593	7.573918	476.865034	8.246384
453.019632	7.583590	476.935084	8.216822
453.073670	7.583590	477.002132	8.161927
453.126708	7.583590	477.077186	8.161927
453.178747	7.578189	477.136229	8.133951
453.247796	7.578189	477.198273	8.133951
453.298831	7.589063	477.257316	8.133951
453.360872	7.589063	477.306351	8.108764
453.422915	7.589063	477.363392	8.108764
453.486959	7.546552	477.430440	8.083420
453.542998	7.546552	477.489482	8.083420
453.607046	7.544274	477.555530	8.134624
453.669087	7.544274	477.630584	8.134624
453.732131	7.562292	477.709641	8.151710
453.792173	7.562292	477.772687	8.151710
453.852215	7.541308	477.833730	8.126680
453.913258	7.541308	477.901779	8.126680
453.974300	7.533107	477.966827	8.177668
454.030339	7.533107	478.025872	8.177668
454.094384	7.533107	478.090919	8.211815
454.162434	7.552313	478.161968	8.211815
454.227478	7.562834	478.231019	8.204669
454.278515	7.562834	478.293062	8.204669
454.338558	7.562834	478.368118	8.242248
454.406606	7.544412	478.436181	8.242248
454.465644	7.544412	478.501213	8.265320
454.517683	7.557396	478.565259	8.265320
454.581729	7.557396	478.622317	8.262066
